,sent1,sent2,label
3844,A girl in gold and purple is holding a rainbow afghan,A girl is carrying a lot of colorful scarves on the beach,NEUTRAL
3845,An old woman is carrying a lot of colorful scarves on the beach,A girl in gold and purple is holding a rainbow afghan,NEUTRAL
3846,A light brown dog is running in the water,A light brown dog is sprinting in the water,ENTAILMENT
3847,A light brown dog is running in the water,A tan dog is playing in the water on the bank of a pond,NEUTRAL
3848,A light brown dog is running in the water,A tan dog is splashing in the water on the bank of a river,NEUTRAL
3849,A tan dog is splashing in the water on the bank of a pond,A light brown dog is sprinting in the water,NEUTRAL
3850,The child is splashing water in a small blue pool,The child is splashing water in a pool,ENTAILMENT
3851,A baby is splashing inside a blue paddling pool,A toddler is making a splash inside a blue paddling pool,ENTAILMENT
3852,A grey silky dog is running in the grass and a brown dog looks on,A grey silky dog is lying in the grass and a brown dog is looking on,CONTRADICTION
3853,The brown dog is spotting a black dog and is playing in the dry grass,A grey silky dog is lying in the grass and a brown dog is looking on,NEUTRAL
3854,A man in a hat is standing outside of a green jeep,A man in a hat is standing outside of a green vehicle,ENTAILMENT
3855,A man in a hat is standing outside of a green jeep,A man with no hat is standing outside of a green jeep,CONTRADICTION
3856,A man is standing on a dirt hill next to a black jeep,A man in a hat is standing outside of a green vehicle,NEUTRAL
3857,A man with no hat is standing outside of a green jeep,A man is standing on a dirt hill next to a black jeep,NEUTRAL
3858,A man in a hat is standing outside of a green jeep,A man is standing on a black jeep on a dirt hill,NEUTRAL
3859,A man in a hat is standing outside of a green jeep,A man is standing on a dirt hill next to a black jeep,NEUTRAL
3860,A black dog and a small white and black dog are looking up at a kitchen countertop,A black cat and a small white and black cat are looking up at a kitchen countertop,NEUTRAL
3861,A large dog and a small dog are standing next to the kitchen counter and are investigating,A large dog and a small dog is standing on the kitchen counter and investigate,ENTAILMENT
3862,A black dog and a small white and black dog are looking up at a kitchen countertop,A large dog and a small dog are standing next to the kitchen counter and are sniffing,NEUTRAL
3863,A large dog and a small dog are standing next to the kitchen counter and are investigating,Two dogs are looking up at a kitchen countertop,NEUTRAL
3864,A dog is rolling on the ground,A dog is sleeping on the ground,NEUTRAL
3865,A tan dog which is dirty is rolling in the dirt and looking right at the camera,A dog is rolling on the ground,ENTAILMENT
3866,A dirty tan dog is rolling in the water and looking right at the camera,A dog is rolling on the ground,NEUTRAL
3867,A dirty tan dog is rolling in the dirt and looking right at the camera,A dog is sleeping on the ground,NEUTRAL
3868,An Arabic man is wearing a white hat,A white hat is being worn by an Arabic man,ENTAILMENT
3869,A man with a white hat and brown shirt is behind a woman in red and is looking to the left,A man with a white hat and brown shirt is behind a woman in red and is looking to the side,ENTAILMENT
3870,A man with a white hat and brown shirt is behind a woman in red and is looking to the right,A man with a white hat and brown shirt is behind a woman in red and is looking to the left,NEUTRAL
3871,An Arabic man is wearing a white hat,A man with a white hat and brown shirt is behind a woman in red and is looking to the side,NEUTRAL
3872,An Arabic man isn't wearing a white hat,A man with a white hat and brown shirt is behind a woman in red and is looking to the left,NEUTRAL
3873,A man with a white hat and brown shirt is behind a woman in red and is looking to the left,An Arabic man is wearing a white hat,NEUTRAL
3874,Little kids are playing in a water fountain in front of lots of people,Little kids are playing in a water fountain in front of few people,NEUTRAL
3875,Children are playing in a fountain that is spraying water from the ground,Children are playing in ground fountains,ENTAILMENT
3876,Children are playing in a fountain that is spraying water from the ground,Animals are playing in fountains that spray water from the ground,NEUTRAL
3877,Little kids are playing in a water fountain in front of lots of people,Animals are playing in fountains that spray water from the ground,NEUTRAL
3878,Little boys are playing in a water fountain in front of lots of people,Children are playing in a fountain that is spraying water from the ground,NEUTRAL
3879,A person on a yellow bike is airborne,A cyclist on a yellow bike is airborne,ENTAILMENT
3880,A cyclist on a yellow bike is airborne,There is no cyclist on a yellow bike airborne,CONTRADICTION
3881,A person on a yellow bike is airborne,A person on a yellow dirt bike is taking a jump,ENTAILMENT
3882,There is no cyclist on a yellow bike airborne,A person on a yellow dirt bike is taking a jump,CONTRADICTION
3883,A man on a yellow dirt bike is taking a jump,A cyclist on a yellow bike is airborne,ENTAILMENT
3884,A person on a yellow clean bike is taking a jump,A cyclist on a yellow bike is airborne,ENTAILMENT
3885,The bicycle is being ridden by a man wearing a beret on a recreation trail,A man is wearing a beret and is riding the bicycle on a recreation trail,ENTAILMENT
3886,A man is wearing a beret and is riding the bicycle on a recreation trail,A woman is wearing a beret and is riding the bicycle on a recreation trail,NEUTRAL
3887,A man is wearing a beret and is riding the bicycle on a recreation trail,An old man with a grey beard is not riding a bike,NEUTRAL
3888,A woman is wearing a beret and is riding the bicycle on a recreation trail,An old man with a grey beard is riding a bike,NEUTRAL
3889,Five adults are sitting on stone steps,Five adults are sitting on steps made of stone,ENTAILMENT
3890,People are sitting against a wall,People are sitting near a wall,ENTAILMENT
3891,Five adults are sitting on stone steps,People are sitting near a wall,NEUTRAL
3892,Five adults are sitting on stone steps,People is standing against a wall,NEUTRAL
3893,Five adults are sitting on a chair,People are sitting against a wall,NEUTRAL
3894,People are sitting against a wall,Five adults are sitting on stone steps,NEUTRAL
3895,A man is rock climbing and a city and a bay are in the background,A person is rock climbing and a city and a bay are in the background,ENTAILMENT
3896,"A man is rock climbing, stopping and calculating the route",A man is rock climbing and a city and a bay are in the background,NEUTRAL
3897,"A woman is rock climbing, pausing and calculating the route",A man is rock climbing and a city and a bay are in the background,NEUTRAL
3898,"A man is rock climbing, pausing and calculating the route",A person is rock climbing and a city and a bay are in the background,NEUTRAL
3899,"A man is rock climbing, pausing and calculating the route",A man is rock climbing and a city and a bay are in the background,NEUTRAL
3900,A little girl is hitting a ball off a tee,A little girl in a pink shirt is playing t-ball and taking a swing,NEUTRAL
3901,A little girl is missing a baseball on a tee,A little girl in a pink shirt is playing t-ball and taking a swing,NEUTRAL
3902,A little girl in a pink shirt is playing t-ball and taking a swing,A girl is hitting a little tee with a baseball,NEUTRAL
3903,A little girl is hitting a baseball off a tee,A little boy in a pink shirt is playing t-ball and taking a swing,NEUTRAL
3904,People are grouping at a stand at the fair,A group of people is gathering at a stand at the fair,ENTAILMENT
3905,A group of people is gathering at a stand at the fair,The people are running at a carnival,NEUTRAL
3906,People are grouping at a stand at the fair,The people are standing at a carnival,NEUTRAL
3907,Rollerbladers are rolling in formation down a hill,Rollerbladers are not rolling in formation down a hill,CONTRADICTION
3908,Rollerbladers are running in formation down a hill,A group of rollerbladers is lining up on the street,NEUTRAL
3909,Rollerbladers are not rolling in formation down a hill,A group of rollerbladers is lining up on the street,NEUTRAL
3910,Rollerbladers are rolling in formation down a hill,A group of rollerbladers is lining up on the street,NEUTRAL
3911,A woman is marching with a pair of dogs,A woman is walking with a pair of dogs,ENTAILMENT
3912,A woman is marching with a pair of dogs,A woman is showing a dog with very short hair at a dog show,NEUTRAL
3913,A woman is walking with a pair of dogs,A woman is showing a dog with very long hair at a dog show,NEUTRAL
3914,A woman is standing with a pair of dogs,A woman is showing a dog with very long hair at a dog show,NEUTRAL
3915,A skateboarder is making a jump off a ramp,No skateboarder is making a jump off a ramp,CONTRADICTION
3916,A man dressed in black is wearing inline skates and performing acrobatics on a rail,A man dressed in black is wearing inline skates and performing a trick on a rail,ENTAILMENT
3917,A skateboarder is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail,NEUTRAL
3918,A man dressed in black is wearing inline skates and performing a trick on a rail,A skateboarder is jumping off a ramp,NEUTRAL
3919,No skateboarder is making a jump off a ramp,A man dressed in black is wearing inline skates and performing a trick on a rail,NEUTRAL
3920,A man dressed in black is wearing inline skates and performing a trick on a rail,A skateboarder is making a jump off a ramp,NEUTRAL
3921,Three children are running down a grassy hillside,Three children are running down a hillside covered by grass,ENTAILMENT
3922,Three children are running up a grassy hillside,Three children are running down a grassy hillside,NEUTRAL
3923,Three children are running down a hillside covered by grass,Three children are running down hill,ENTAILMENT
3924,Three children are running down hill,Three children are running up a grassy hillside,NEUTRAL
3925,A black and orange bird is standing on the lawn,A black and orange bird is standing in the grass,ENTAILMENT
3926,A black and orange bird is standing in the grass,A black and orange bird is not standing in the grass,CONTRADICTION
3927,A white bird with a yellow beak is standing in the green grass,A black bird with a yellow beak is standing in the green grass,NEUTRAL
3928,A black and orange bird is standing on the lawn,A black bird with a yellow beak is standing in the green grass,NEUTRAL
3929,A shirtless man is posing with a girl who is hiking in a park,A shirtless person is posing with a girl who is hiking in a park,ENTAILMENT
3930,A man with a shirt is posing with the arms spread next to a woman,A man without a shirt is posing with the arms spread next to a woman,NEUTRAL
3931,A shirtless man is posing with a girl who is hiking in a park,A man without a shirt is posing with the arms spread near a woman,ENTAILMENT
3932,A man without a shirt is posing with the arms spread next to a woman,A shirtless woman is posing with a girl who is hiking in a park,NEUTRAL
3933,Two white puppies are playing near a pool,Two white puppies are playing near water,ENTAILMENT
3934,Two white dogs are running together,Two black puppies are playing near a pool,NEUTRAL
3935,A group of people are not standing around a sound mixing table,A group of people are standing around a sound mixing table,CONTRADICTION
3936,A group of people are standing around a sound mixing table,A group of people are not looking at sound equipment,NEUTRAL
3937,A young couple is sleeping in bed,A young couple is lying on a bed together,NEUTRAL
3938,A young couple is lying on a bed together,A young couple is not lying in bed,CONTRADICTION
3939,Three men are walking across a rope and wood bridge over a river,Three people are walking across a rope and wood bridge over a river,ENTAILMENT
3940,Three people are walking across a rope and wood bridge over a river,Three people are walking across a rope and steel bridge over a river,NEUTRAL
3941,People are crossing a rope bridge over a rocky stream,People are walking across a rope bridge over a rocky stream,ENTAILMENT
3942,Three people are walking across a rope and wood bridge over a river,People are not walking across a rope bridge over a rocky stream,NEUTRAL
3943,Three people are walking across a rope and steel bridge over a river,People are walking across a rope bridge over a rocky stream,ENTAILMENT
3944,People are walking across a rope bridge over a rocky stream,Three people are walking across a rope and wood bridge over a river,NEUTRAL
3945,Four people are walking on a bridge over a river,Four people are walking on a bridge over a body of water,ENTAILMENT
3946,Four people are walking on a bridge over a body of water,Four people are sitting on a bridge over a body of water,NEUTRAL
3947,Several people are walking in line across a bridge,Several people are not walking in line across a bridge,CONTRADICTION
3948,Four people are walking on a bridge over a river,Several people are walking in line across a bridge,NEUTRAL
3949,Four people are sitting on a bridge over a body of water,Several people are walking in line across a bridge,NEUTRAL
3950,A young boy is jumping into water,A young kid is jumping into water,ENTAILMENT
3951,A young boy is jumping out of the water,A young boy is jumping into water,CONTRADICTION
3952,A young boy is jumping out of the water,A child is wearing a yellow jacket and is jumping down from a rock,NEUTRAL
3953,A child is wearing a yellow jacket and is jumping down from a rock,A young boy is jumping into water,NEUTRAL
3954,The young child is riding a three wheeled scooter down the sidewalk,A young child is riding a three wheeled scooter down the sidewalk,ENTAILMENT
3955,No young child is riding a three wheeled scooter down the sidewalk,A toddler is riding a plastic scooter toy,NEUTRAL
3956,Three men are sitting on a mountainside and looking at the view with a pair of binoculars,Three hikers are sitting on a mountainside and looking at the view with a pair of binoculars,ENTAILMENT
3957,Three men are lying on a hill and looking at the mountains and sky,Three men are sitting on a hill and looking at the mountains and sky,NEUTRAL
3958,Three men are lying on a hill and looking at the mountains and sky,Three hikers are sitting on a mountainside and looking at the view with a pair of binoculars,NEUTRAL
3959,Three men are sitting on a mountainside and looking at the view with a pair of binoculars,Three men are sitting on a hill and looking at the mountains and sky,NEUTRAL
3960,Three hikers are standing on a mountainside and looking at the view with a pair of binoculars,Three men are sitting on a hill and looking at the mountains and sky,NEUTRAL
3961,A girl is skipping rope in a park,A girl is skipping rope on a sidewalk,NEUTRAL
3962,A young girl is jumping rope on a sidewalk near a parking garage,A girl is skipping rope on a sidewalk,ENTAILMENT
3963,A girl is skipping rope on a sidewalk,A boy is jumping rope on a sidewalk near a parking garage,NEUTRAL
3964,A girl is jumping rope on a sidewalk near a parking garage,A girl is skipping rope on a sidewalk,ENTAILMENT
3965,People are clustered around a bonfire at night,People are clustered around a bonfire at morning,NEUTRAL
3966,No people is sitting around a fire at night,People are clustered around a bonfire at night,CONTRADICTION
3967,People are sitting around a bonfire at night,Several people are sitting around a fire at night,ENTAILMENT
3968,A white dog is standing in a lake,A brown dog is standing in a lake,NEUTRAL
3969,Two dogs are running through the park,Two animals are running through the park,ENTAILMENT
3970,Two dogs are running through the beach,Two dogs are running through the park,NEUTRAL
3971,Two dogs are running quickly through the park,Two dogs are running quickly through a park,ENTAILMENT
3972,Two dogs are walking slowly through a park,Two dogs are running quickly through a park,NEUTRAL
3973,A boy is speeding down a steep slide,A kid is speeding down a steep slide,ENTAILMENT
3974,A girl is speeding down a steep slide,A boy is speeding down a steep slide,NEUTRAL
3975,A boy is speeding down a steep slide,A boy is wearing all black and is sliding down a blow up yellow slide,NEUTRAL
3976,A man with a white moustache is sitting on a balcony and is looking at the road below,A man with a white moustache is standing on a balcony and is looking at the road below,NEUTRAL
3977,A man with a white moustache is sitting on a balcony and is looking at the road below,A man is leaning on the ledge of a balcony,NEUTRAL
3978,A woman is leaning on the ledge of a balcony,A man with a white moustache is standing on a balcony and is looking at the road below,NEUTRAL
3979,A brown and white dog with a brown and black bandanna is quickly running ,A brown and white dog with a brown and black bandanna is running very fast,ENTAILMENT
3980,A small white dog is running across a lawn,A brown and white dog with a brown and black bandanna is quickly running ,NEUTRAL
3981,A brown and white dog with a brown and black bandanna is running very fast,A small white dog is running in a lawn,NEUTRAL
3982,A brown and white dog with a brown and black bandanna is running very fast,A small white dog is running across a lawn,NEUTRAL
3983,A black dog on a leash is walking in the water,A white dog on a leash is walking in the water,NEUTRAL
3984,A white dog on a leash is walking in the water,The dog is on a leash and is walking out of the water,NEUTRAL
3985,A black dog on a leash is walking in the water,The dog is on a leash and is walking in the water,ENTAILMENT
3986,A red sled is being held by a little girl in a green coat and a boy walking in the snow,A little girl in a green coat and a boy holding a red sled are walking in the snow,ENTAILMENT
3987,A little girl in a green coat and a boy holding a red sled are walking in the snow,A little girl in a green coat and a boy holding a red sled are lying in the snow,NEUTRAL
3988,A little girl in a green coat and a boy holding a red sled are walking in the snow,A child is wearing a coat and is carrying a red sled near a child in a green and black coat,NEUTRAL
3989,A boy is sitting on the ground,A toddler is sitting down,NEUTRAL
3990,A boy is sitting in a seat,A toddler is sitting in a seat,NEUTRAL
3991,A boy is sitting on the ground,A boy is sitting in a seat,NEUTRAL
3992,A boy is sitting in a seat,A toddler is sitting down,NEUTRAL
3993,A dog is catching a black frisbee,A dog is biting a black frisbee,NEUTRAL
3994,A large wet yellow dog is retrieving a toy,A large wet yellow dog is holding a toy,NEUTRAL
3995,A large wet yellow dog is retrieving a toy,A large wet yellow cat is retrieving a toy,NEUTRAL
3996,A man is walking in a city street,A woman is walking in a city street,NEUTRAL
3997,A woman is walking in a city street,A man is wearing a long black jacket and a brown hat and is walking past a park with a lot of blooming trees,NEUTRAL
3998,Two people are riding motorbikes,Motorbikes are being ridden by two people,ENTAILMENT
3999,Dirt bikers are riding on a trail,Two people are not riding motorbikes,NEUTRAL
4000,Two people are riding motorbikes,Dirt bikers are riding on a trail,NEUTRAL
4001,A man is leaning against a pole and is surrounded by people,A man is leaning against a pole and is surrounded,ENTAILMENT
4002,A middle eastern man is standing against a lamp post near to other people,A man is leaning against a pole and is surrounded by people,ENTAILMENT
4003,A middle eastern woman is standing with her back against a lamp post near to other people,A man is leaning against a pole and is surrounded by people,NEUTRAL
4004,A couple is not looking at a map,A couple is looking at a map,NEUTRAL
4005,A man and a woman are standing in front of an art gallery and are looking at a map,A man and a woman are standing in front of an art gallery and are looking at a signboard ,NEUTRAL
4006,A man and a woman are standing in front of an art gallery and are looking at a map,A man and a woman are sitting in front of an art gallery and are looking at a map,NEUTRAL
4007,A man and a woman are standing in front of an art gallery and are looking at a signboard ,A couple is looking at a map,NEUTRAL
4008,A man and a woman are sitting in front of an art gallery and are looking at a map,A couple is looking at a map,ENTAILMENT
4009,A couple is looking at a street guide,A man and a woman are standing in front of an art gallery and are looking at a map,ENTAILMENT
4010,A little dog is running on the sand,No little dog is running on the sand,CONTRADICTION
4011,No little dog is running on the sand,The dog is running across the gravel,NEUTRAL
4012,Two males are standing on a cliff edge and one is jumping into the sea,Two males are standing on a cliff edge and one is jumping into the water,ENTAILMENT
4013,One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is jumping of it into the water,Two males are standing on a cliff edge and one is jumping into the sea,ENTAILMENT
4014,One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is diving into the water,Two males are standing on a cliff edge and one is jumping into the water,ENTAILMENT
4015,One girl in orange shorts is standing on a rock cliff over the water and the other girl in black shorts is jumping off into the water,Two males are standing on a cliff edge and one is jumping into the water,NEUTRAL
4016,A boy in blue shirt is looking at his hand near a stack of blocks on table,The boy in blue shirt is looking at his hand near the stack of blocks on table,ENTAILMENT
4017,A boy in blue shirt is looking at his hand near a stack of blocks on table,A woman in blue shirt is looking at her hand near a stack of blocks on table,NEUTRAL
4018,The boy in blue shirt is looking at his hand near the stack of blocks on table,A boy is playing a game with wooden blocks,NEUTRAL
4019,A boy is playing a game with wooden blocks,A woman in blue shirt is looking at her hand near a stack of blocks on table,NEUTRAL
4020,A boy is playing a game with blocks made of wood,A boy in blue shirt is looking at his hand near a stack of blocks on table,NEUTRAL
4021,A woman in a bikini is pulling a dog on a leash at the seashore,A woman in a bikini is pulling a dog on a leash at the beach,ENTAILMENT
4022,A woman in a bikini is pulling a dog on a leash at the beach,A woman in a bikini is pulling a cat on a leash at the beach,NEUTRAL
4023,A woman in a bikini is pulling a dog on a leash at the beach,A woman is standing at the beach with an animal on a leash,NEUTRAL
4024,A woman in a bikini is pulling a cat on a leash at the beach,A woman is standing at the beach with a dog on a leash,NEUTRAL
4025,A woman is standing at the beach with a dog on a leash,A woman in a bikini is pulling a dog on a leash at the beach,NEUTRAL
4026,A small group of people are standing and two are sitting on the couch,A small group of people are standing and two are sitting on the sofa,ENTAILMENT
4027,A big group of people are standing and two are sitting on the couch,A small group of people are standing and two are sitting on the couch,NEUTRAL
4028,A group of five young adults are lounging in the room,A group of five young adults are lounging indoors,ENTAILMENT
4029,A group of five young adults are lounging in the room,A small group of people are standing and two are sitting on the couch,NEUTRAL
4030,A big group of people are standing and two are sitting on the couch,A group of five young adults are lounging indoors,NEUTRAL
4031,A small group of people are standing and two are sitting on the couch,A group of five young adults are lounging indoors,NEUTRAL
4032,The dog has its head inside a red and green gift bag,A dog has its head inside a red and green gift bag,ENTAILMENT
4033,A dog has its head outside a red and green gift bag,A dog has its head inside a red and green gift bag,NEUTRAL
4034,The red and brown dog is digging its nose inside a holiday gift bag,The dog has its head inside a red and green gift bag,NEUTRAL
4035,A dog has its head outside a red and green gift bag,The red and brown dog is digging its nose inside a holiday gift bag,NEUTRAL
4036,The rider is biking in the rain and wearing a red jacket,The rider is biking in the snow and wearing a red jacket,NEUTRAL
4037,A cyclist is biking in a snowy forest in the dark,A cyclist is biking in a snowy forest at night,ENTAILMENT
4038,A cyclist is biking in a snowy forest at day,A cyclist is biking in a snowy forest at night,CONTRADICTION
4039,The rider is biking in the snow and wearing a red jacket,A cyclist is biking in a snowy forest at day,NEUTRAL
4040,The rider is biking in the rain and wearing a red jacket,A cyclist is biking in a snowy forest at night,NEUTRAL
4041,A cyclist is biking in a snowy forest at night,The rider is biking in the snow and wearing a red jacket,NEUTRAL
4042,A young girl in a bikini is jumping on the beach,A young girl in a bikini is sitting on the beach,NEUTRAL
4043,A young girl in swimming suite is jumping on the beach,A girl with a bikini is playing in the dunes,NEUTRAL
4044,A young girl in a bikini is jumping on the beach,A girl with a bikini is playing in the dunes,NEUTRAL
4045,A little kid is wearing a hat and is walking in the dry sand,A little kid is wearing a hat and is walking in the wet sand,NEUTRAL
4046,A white hat is being worn by a boy which is running on the beach,A boy is wearing a white hat and is running on the beach,ENTAILMENT
4047,A little kid is wearing a hat and is walking in the wet sand,A white hat is being worn by a boy which is running on the beach,NEUTRAL
4048,A boy is wearing a white hat and is walking on the beach,A little kid is wearing a hat and is walking in the wet sand,NEUTRAL
4049,A boy is wearing a hat and is walking in the wet sand,A boy is wearing a white hat and is running on the beach,NEUTRAL
4050,A boy is wearing a white hat and is running on the beach,A little kid is wearing a hat and is walking in the dry sand,NEUTRAL
4051,A man in a white hat is touching a cardboard box,A man in a black hat is touching a cardboard box,NEUTRAL
4052,A man in a black hat is reaching for a box,A person in a black hat is reaching for a box,ENTAILMENT
4053,A man in a white hat is touching a cardboard box,A man in a black hat is reaching for a box,NEUTRAL
4054,A young girl with a heart tank top is raising her hands as she is playing on a slide,A young girl with a heart tank top is raising her hands as she is sliding,ENTAILMENT
4055,A young girl with a heart tank top is raising her hands as she is playing on a slide,A blond child is going down a slide and throwing up his arms,NEUTRAL
4056,A young girl with a heart tank top is raising her hands as she is sliding,A blond kid is going down a slide and throwing up his arms,NEUTRAL
4057,A blond child is going down a slide and throwing up his arms,A young girl with a heart tank top is raising her hands as she is sliding,NEUTRAL
4058,A brown dog is running after a black dog on a rocky shore,A brown dog is running after a dark dog on a rocky shore,ENTAILMENT
4059,Two dogs are playing on the beach,A brown dog is running after a black dog on a rocky shore,NEUTRAL
4060,A brown dog is running after a black dog on a rocky shore,Two dogs are playing on a beach,NEUTRAL
4061,Two dogs are playing on a rocky beach,Two dogs are playing on a beach made of rocks,ENTAILMENT
4062,A black dog is approaching a golden dog on pebbly beach,A black animal is approaching a golden dog on pebbly beach,ENTAILMENT
4063,A black animal is approaching a golden dog on pebbly beach,Two dogs are playing on a rocky beach,NEUTRAL
4064,Two dogs are playing on a beach made of rocks,A black dog is approaching a golden dog on pebbly beach,NEUTRAL
4065,A black dog is approaching a golden dog on pebbly beach,Two dogs are playing on a sandy beach,NEUTRAL
4066,Two dogs are playing on a rocky beach,A black dog is approaching a golden dog on pebbly beach,NEUTRAL
4067,A large white dog is jumping in the air over an area covered by snow,A large white dog is jumping in the air over a snowy area,ENTAILMENT
4068,A large black dog is jumping in the air over a snowy area,A large white dog is jumping in the air over a snowy area,NEUTRAL
4069,A large white dog is jumping in the air over a snowy area,A large white animal is jumping up in the snow,ENTAILMENT
4070,A large white dog is jumping in the air over a snowy area,A small white dog is jumping up in the snow,NEUTRAL
4071,A large white dog is jumping in the air over an area covered by snow,A large white dog is jumping up in the snow,ENTAILMENT
4072,Two young boys are wearing hats and sticking their colored tongues out,Two young girls are wearing hats and sticking their colored tongues out,NEUTRAL
4073,A pair of kids are sticking out blue and green colored tongues,Two kids are sticking out blue and green colored tongues,ENTAILMENT
4074,A pair of kids are sticking out blue and green colored tongues,Two young boys are wearing hats and sticking their colored tongues out,NEUTRAL
4075,Two young boys are wearing hats and sticking their colored tongues out,Two kids are not sticking out blue and green colored tongues,NEUTRAL
4076,A dog is standing on the side of a mountain,A dog is standing on a mountain,ENTAILMENT
4077,A white dog is standing on a grassy hillside,A dog is standing on the side of a mountain,NEUTRAL
4078,Two children are rolling in dirty water,Two children are rolling in muddy water,ENTAILMENT
4079,Two children are rolling in clean water,Two children are rolling in muddy water,NEUTRAL
4080,Two boys are laying in the ocean close to the beach,Two boys are laying in the ocean far to the beach,CONTRADICTION
4081,Two children are rolling in muddy water,Two boys are laying in the water close to the beach,NEUTRAL
4082,Two children are rolling in dirty water,Two boys are laying in the ocean close to the beach,NEUTRAL
4083,Two children are rolling in clean water,Two boys are laying in the ocean close to the beach,NEUTRAL
4084,Two children are rolling in muddy water,Two boys are laying in the ocean close to the beach,NEUTRAL
4085,A black and brown cat is eyeing a fly,A black and brown dog is eyeing a fly,NEUTRAL
4086,A brown and black dog is looking upwards,A brown and black dog is pointing the nose upwards,ENTAILMENT
4087,A brown and black dog is looking upwards,A black and brown dog is eyeing a fly,NEUTRAL
4088,A brown and black dog is pointing the nose upwards,A black and brown cat is eyeing a fly,NEUTRAL
4089,A large man is sitting in a military accessories shop,A large man is sitting in a military accessories store,ENTAILMENT
4090,A large man is sitting in a military accessories store,A small man is sitting in a military accessories store,NEUTRAL
4091,There is no veteran showing things from a war to some people,A large man is sitting in a military accessories store,NEUTRAL
4092,A grey dog is bouncing a soccer ball on its head in a grass field,A grey dog is bouncing a soccer ball on its head on a lawn,ENTAILMENT
4093,A grey dog is bouncing a soccer ball on its head in a grass field,A grey dog is bouncing a tennis ball on its head in a grass field,CONTRADICTION
4094,A dog with a blue collar is playing with the ball in the garden,A dog with a blue collar is playing with the ball outside,ENTAILMENT
4095,A dog with a blue collar is not playing with the ball outside,A dog with a blue collar is playing with the ball outside,CONTRADICTION
4096,A dog with a blue collar is playing with the ball in the garden,A grey dog is bouncing a soccer ball on its head in a grass field,NEUTRAL
4097,A dog with a blue collar is not playing with the ball outside,A grey dog is bouncing a soccer ball on its head in a grass field,NEUTRAL
4098,A grey dog is bouncing a tennis ball on its head in a grass field,A dog with a blue collar is playing with the ball outside,NEUTRAL
4099,A young black child is standing on the edge of a body of water near some buckets,A young black child is waiting on the edge of a body of water near some buckets,ENTAILMENT
4100,A boy next to some buckets of rags is holding an object,A boy next to some buckets of rags is not holding an object,CONTRADICTION
4101,A young black child is standing on the edge of a body of water near some buckets,A boy next to some buckets of rags is not holding an object,NEUTRAL
4102,A boy next to some buckets of rags is holding an object,A young black child is waiting on the edge of a body of water near some buckets,NEUTRAL
4103,A boy next to some buckets of rags is holding an object,A young white child is not standing on the edge of a body of water near some buckets,NEUTRAL
4104,Two children are playing soccer in the park,Two children are not playing soccer in the park,CONTRADICTION
4105,There are no little boys playing outside with a soccer ball on the green grass,Two children are playing soccer in the park,NEUTRAL
4106,A woman is wearing a colorful shirt and a lot of jewelry,A man with Indian clothing and henna on his hand is going through paperwork,NEUTRAL
4107,A girl with Indian clothing and henna on her hand is going through paperwork,The woman is wearing a colorful shirt and a lot of jewelry,NEUTRAL
4108,A woman is wearing a colorful shirt and a lot of jewelry,A girl with Indian clothing and henna on her hand is going through paperwork,NEUTRAL
4109,A man is standing in the middle of a gym and is wearing a jersey,There is no man standing in the middle of a gym and is wearing a jersey,CONTRADICTION
4110,A man in a black jersey is standing in a gym,A woman in a black jersey is standing in a gym,NEUTRAL
4111,A man is standing in the middle of a gym and is wearing a jersey,A man in a jersey which is black is standing in a gym,NEUTRAL
4112,There is no man standing in the middle of a gym and is wearing a jersey,A man in a black jersey is standing in a gym,NEUTRAL
4113,The snowboarder is jumping off the snow,A snowboarder is jumping off the snow,ENTAILMENT
4114,A snowboarder is jumping off the snow,There is no snowboarder jumping off the snow,CONTRADICTION
4115,The snowboarder is jumping off a snow covered hill,The snowboarder is jumping off a snowy hill,ENTAILMENT
4116,The snowboarder is not jumping off a snow covered hill,The snowboarder is jumping off a snow covered hill,CONTRADICTION
4117,There is no snowboarder jumping off the snow,The snowboarder is jumping off a snow covered hill,CONTRADICTION
4118,The snowboarder is jumping off a snow covered hill,A snowboarder is jumping off the snow,ENTAILMENT
4119,A lady is wearing a black dress and is carrying a white cross,A lady is dressed in black and is carrying a white cross,ENTAILMENT
4120,A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench,A woman in a black dress is pulling a cart and is standing near two men who are seated on a park bench,ENTAILMENT
4121,A lady is wearing a black dress and is carrying a white cross,A man in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench,NEUTRAL
4122,A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench,A boy is wearing a black dress and is carrying a white cross,NEUTRAL
4123,A lady is wearing a black dress and is carrying a white cross,A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench,NEUTRAL
4124,The boy is standing next to the opening of a fountain,A boy is standing next to the opening of a fountain,ENTAILMENT
4125,A boy is standing next to the opening of a fountain,A girl is standing next to the opening of a fountain,NEUTRAL
4126,A boy in a swimsuit is sitting on top of a circular fountain,The boy is standing next to the opening of a fountain,NEUTRAL
4127,A brown and white cat is jumping on the sidewalk,A brown and white dog is jumping on the sidewalk,NEUTRAL
